status,sex,class,fare,age,embarked,sibsp,parch,boat
Died,Male,1,51,54,Southampton,0,0,?
Died,Male,1,51,41,Southampton,1,0,?
Died,Male,1,52,47,Southampton,0,0,?
Died,Male,1,52,42,Southampton,1,0,?
Died,Male,1,52,31,Southampton,1,0,?
Died,Male,1,53,37,Southampton,1,0,?
Died,Male,1,53,19,Southampton,1,0,?
Died,Male,1,55,50,Southampton,1,0,?
Died,Male,3,56,28,Southampton,0,0,?
Died,Male,1,59,55,Cherbourg,1,0,?
Died,Male,1,60,24,Southampton,1,0,?
Died,Male,1,61,65,Cherbourg,0,1,?
Died,Male,1,61,51,Cherbourg,0,1,?
Died,Male,1,61,46,Southampton,1,0,?
Died,Male,2,65,49,Southampton,1,2,?
Died,Male,2,65,14,Southampton,0,0,?
Died,Male,1,66,29,Southampton,1,0,?
Died,Male,3,69,14,Southampton,8,2,?
Died,Male,1,71,39,Cherbourg,1,0,?
Died,Male,1,71,70,Southampton,1,1,?
Died,Male,2,73,32,Southampton,2,0,?
Died,Male,2,73,24,Southampton,2,0,?
Died,Male,2,73,21,Southampton,2,0,?
Died,Male,2,73,21,Southampton,0,0,?
Died,Male,2,73,18,Southampton,0,0,?
Died,Male,2,73,18,Southampton,0,0,?
Died,Male,2,73,17,Southampton,0,0,?
Died,Male,1,75,64,Cherbourg,1,0,?
Died,Male,1,75,46,Cherbourg,0,0,?
Died,Male,1,75,36,Cherbourg,0,0,A
Died,Male,1,77,54,Southampton,0,1,?
Died,Male,1,77,21,Southampton,0,1,?
Died,Male,1,78,36,Southampton,1,0,?
Died,Male,1,79,46,Cherbourg,0,0,?
Died,Male,1,79,46,Cherbourg,0,0,?
Died,Male,1,79,24,Cherbourg,0,0,?
Died,Male,1,79,52,Southampton,1,1,?
Died,Male,1,82,28,Cherbourg,1,0,?
Died,Male,1,83,37,Cherbourg,1,1,?
Died,Male,1,83,45,Southampton,1,0,?
Died,Male,1,90,44,Queenstown,2,0,?
Died,Male,1,93,55,Southampton,1,1,?
Died,Male,1,93,23,Southampton,0,0,?
Died,Male,1,106,50,Cherbourg,1,0,?
Died,Male,1,108,18,Cherbourg,1,0,?
Died,Male,1,110,49,Cherbourg,1,1,?
Died,Male,1,113,58,Cherbourg,0,2,?
Died,Male,1,135,22,Cherbourg,0,0,?
Died,Male,1,136,27,Cherbourg,1,0,?
Died,Male,1,146,57,Cherbourg,1,0,?
Died,Male,1,151,30,Southampton,1,2,?
Died,Female,1,151,25,Southampton,1,2,?
Died,Female,1,151,2,Southampton,1,2,?
Died,Male,1,153,38,Southampton,0,1,?
Died,Male,1,164,57,Southampton,1,1,?
Died,Male,1,211,50,Cherbourg,1,1,?
Died,Male,1,211,32,Cherbourg,0,0,?
Died,Male,1,211,27,Cherbourg,0,2,?
Died,Male,1,221,67,Southampton,1,0,?
Died,Female,1,221,63,Southampton,1,0,?
Died,Male,1,227,47,Cherbourg,1,0,?
Died,Male,1,247,24,Cherbourg,0,1,?
Died,Male,1,262,61,Cherbourg,1,3,?
Died,Male,1,263,64,Southampton,1,4,?
Died,Male,1,263,19,Southampton,3,2,?
Survived,Male,1,0,49,Southampton,0,0,C
Survived,Male,3,0,25,Southampton,0,0,15
Survived,Male,3,3,9,Southampton,0,1,13
Survived,Female,3,6,30,Queenstown,0,0,15
Survived,Male,3,6,27,Southampton,0,0,15
Survived,Female,3,7,45,Cherbourg,0,0,C
Survived,Female,3,7,38,Cherbourg,0,0,C
Survived,Male,3,7,29,Cherbourg,0,0,15
Survived,Male,3,7,25,Cherbourg,0,0,10
Survived,Male,3,7,22,Cherbourg,0,0,6
Survived,Male,3,7,22,Cherbourg,0,0,13 15
Survived,Male,3,7,20,Cherbourg,0,0,15
Survived,Female,3,7,18,Cherbourg,0,0,C
Survived,Female,3,7,15,Cherbourg,0,0,C
Survived,Female,3,7,13,Cherbourg,0,0,C
Survived,Male,3,7,29,Queenstown,0,0,13 15 B
Survived,Female,3,7,24,Queenstown,0,0,15
Survived,Female,3,7,22,Queenstown,0,0,13
Survived,Female,3,7,22,Queenstown,0,0,13
Survived,Male,3,7,21,Queenstown,0,0,13
Survived,Female,3,7,19,Queenstown,0,0,C
Survived,Female,3,7,16,Queenstown,0,0,16
Survived,Female,3,7,16,Queenstown,0,0,16
Survived,Female,3,7,47,Southampton,1,0,?
Survived,Male,3,7,44,Southampton,0,0,15
Survived,Male,3,7,39,Southampton,0,0,9
Survived,Male,3,7,32,Southampton,0,0,15
Survived,Male,3,7,32,Southampton,0,0,15
Survived,Male,3,7,32,Southampton,0,0,15
Survived,Male,3,7,32,Southampton,0,0,A
Survived,Male,3,7,31,Southampton,0,0,9
Survived,Male,3,7,27,Southampton,0,0,A
Survived,Female,3,7,27,Southampton,0,0,?
Survived,Female,3,7,26,Southampton,0,0,?
Survived,Male,3,7,26,Southampton,0,0,15
Survived,Female,3,7,26,Southampton,0,0,13
Survived,Male,3,7,25,Southampton,0,0,A
Survived,Male,3,7,25,Southampton,1,0,15
Survived,Male,3,7,25,Southampton,0,0,13 15
Survived,Male,3,7,24,Southampton,0,0,D
Survived,Male,3,7,24,Southampton,0,0,13
Survived,Male,3,7,23,Southampton,0,0,13
Survived,Female,3,7,23,Southampton,0,0,10
Survived,Female,3,7,23,Southampton,0,0,C
Survived,Female,3,7,22,Southampton,0,0,13
Survived,Female,3,7,22,Southampton,0,0,13
Survived,Female,3,7,22,Southampton,0,0,C
Survived,Male,3,7,21,Southampton,0,0,A
Survived,Male,3,7,21,Southampton,0,0,13
Survived,Male,3,7,21,Southampton,0,0,15
Survived,Female,3,7,21,Southampton,0,0,C
Survived,Male,3,7,20,Southampton,0,0,15
Survived,Male,3,7,20,Southampton,1,0,15
Survived,Female,3,7,19,Southampton,1,0,16
Survived,Female,3,7,18,Southampton,0,0,D
Survived,Female,3,7,18,Southampton,0,0,16
Survived,Female,3,7,17,Southampton,4,2,D
Survived,Female,3,7,16,Southampton,0,0,16
Survived,Female,3,8,16,Cherbourg,1,1,14
Survived,Male,3,8,0,Cherbourg,0,1,16
Survived,Female,3,8,15,Queenstown,0,0,?
Survived,Male,3,8,45,Southampton,0,0,15
Survived,Male,3,8,32,Southampton,0,0,9
Survived,Female,3,8,31,Southampton,0,0,?
Survived,Male,3,8,27,Southampton,0,0,15
Survived,Female,3,8,23,Southampton,0,0,?
Survived,Female,3,8,22,Southampton,0,0,C
Survived,Male,3,8,19,Southampton,0,0,B
Survived,Female,3,8,18,Southampton,0,0,C
Survived,Male,3,8,18,Southampton,0,0,12
Survived,Male,3,8,16,Southampton,0,0,B
Survived,Female,3,9,63,Southampton,0,0,15
Survived,Male,3,9,30,Southampton,0,0,11
Survived,Male,3,9,29,Southampton,0,0,11
Survived,Male,3,9,25,Southampton,0,0,11
Survived,Female,3,9,18,Southampton,0,1,13
Survived,Female,3,9,18,Southampton,0,0,15
Survived,Male,3,9,14,Southampton,0,0,13
Survived,Male,3,9,0,Southampton,0,1,11
Survived,Male,2,10,62,Southampton,0,0,15
Survived,Female,2,10,50,Southampton,0,0,13
Survived,Female,2,10,50,Southampton,0,0,9
Survived,Female,2,10,34,Southampton,0,0,14
Survived,Female,2,10,29,Southampton,0,0,11
Survived,Female,2,10,27,Southampton,0,0,16
Survived,Male,2,10,24,Southampton,0,0,9
Survived,Female,2,10,22,Southampton,0,0,14
Survived,Male,2,10,22,Southampton,0,0,13
Survived,Female,2,10,21,Southampton,0,0,12
Survived,Male,2,10,19,Southampton,0,0,B
Survived,Female,2,10,17,Southampton,0,0,?
Survived,Female,3,11,14,Cherbourg,1,0,C
Survived,Male,3,11,12,Cherbourg,1,0,C
Survived,Female,3,11,27,Southampton,0,2,15
Survived,Male,3,11,4,Southampton,1,1,15
Survived,Female,3,11,1,Southampton,1,1,15
Survived,Male,2,12,30,Cherbourg,0,0,14
Survived,Female,2,12,17,Cherbourg,0,0,12
Survived,Female,2,12,30,Queenstown,0,0,13
Survived,Female,3,12,30,Southampton,0,0,13
Survived,Female,2,12,28,Southampton,0,0,?
Survived,Female,3,12,27,Southampton,0,1,14
Survived,Female,3,12,22,Southampton,1,1,15
Survived,Male,3,12,6,Southampton,0,1,14
Survived,Female,3,12,5,Southampton,0,0,13
Survived,Female,3,12,2,Southampton,0,1,15
Survived,Male,3,13,39,Cherbourg,0,1,15
Survived,Female,2,13,30,Cherbourg,1,0,12
Survived,Male,2,13,29,Cherbourg,0,0,9
Survived,Female,2,13,27,Cherbourg,1,0,12
Survived,Female,2,13,23,Cherbourg,0,0,11
Survived,Male,2,13,20,Cherbourg,0,0,7
Survived,Female,3,13,4,Cherbourg,0,1,15
Survived,Female,2,13,45,Southampton,0,0,9
Survived,Female,2,13,42,Southampton,0,0,?
Survived,Male,2,13,42,Southampton,0,0,10
Survived,Female,2,13,40,Southampton,0,0,9
Survived,Female,2,13,36,Southampton,0,0,10
Survived,Female,2,13,36,Southampton,0,0,9
Survived,Male,2,13,34,Southampton,0,0,13
Survived,Female,2,13,34,Southampton,0,0,12
Survived,Female,2,13,32,Southampton,0,0,12
Survived,Female,2,13,32,Southampton,0,0,9
Survived,Male,2,13,31,Southampton,0,0,9
Survived,Female,2,13,30,Southampton,0,0,10
Survived,Female,2,13,28,Southampton,0,0,13
Survived,Female,2,13,28,Southampton,0,0,9
Survived,Female,2,13,26,Southampton,0,0,9
Survived,Female,2,13,24,Southampton,0,0,11
Survived,Female,3,13,22,Southampton,1,0,16
Survived,Female,2,13,19,Southampton,0,0,12
Survived,Female,2,13,18,Southampton,0,2,16
Survived,Female,3,14,15,Cherbourg,1,0,?
Survived,Female,3,14,45,Southampton,1,0,11
Survived,Female,2,14,24,Southampton,0,2,4
Survived,Male,2,14,0,Southampton,1,1,4
Survived,Female,3,15,29,Cherbourg,0,2,C
Survived,Male,3,15,20,Cherbourg,1,1,C
Survived,Female,3,15,19,Cherbourg,1,1,C
Survived,Female,3,15,9,Cherbourg,1,1,C
Survived,Male,3,15,7,Cherbourg,1,1,C
Survived,Female,3,15,1,Cherbourg,0,2,C
Survived,Female,2,15,40,Southampton,0,0,9
Survived,Female,3,15,36,Southampton,0,2,2
Survived,Female,3,15,33,Southampton,3,0,?
Survived,Female,3,15,24,Southampton,1,0,15
Survived,Female,2,15,12,Southampton,0,0,9
Survived,Male,3,15,9,Southampton,1,1,2
Survived,Male,3,15,3,Southampton,1,1,2
Survived,Female,2,16,55,Southampton,0,0,13
Survived,Female,3,16,24,Southampton,0,2,13
Survived,Female,3,16,17,Southampton,0,1,12
Survived,Female,3,16,4,Southampton,1,1,13
Survived,Female,3,16,1,Southampton,1,1,13
Survived,Male,3,17,36,Southampton,1,0,15
Survived,Female,3,17,36,Southampton,1,0,13
Survived,Male,3,18,26,Cherbourg,0,0,15
Survived,Female,2,18,24,Southampton,2,3,4
Survived,Male,2,18,3,Southampton,1,1,4
Survived,Male,2,18,0,Southampton,1,1,4
Survived,Female,3,19,24,Cherbourg,0,3,C
Survived,Female,3,19,5,Cherbourg,2,1,C
Survived,Female,3,19,0,Cherbourg,2,1,C
Survived,Female,3,19,0,Cherbourg,2,1,C
Survived,Female,2,19,41,Southampton,0,1,14
Survived,Female,2,19,13,Southampton,0,1,14
Survived,Female,3,20,35,Southampton,1,1,A
Survived,Female,3,20,33,Southampton,1,2,10
Survived,Female,3,20,31,Southampton,1,1,C D
Survived,Male,3,20,9,Southampton,0,2,C D
Survived,Male,3,20,1,Southampton,1,2,10
Survived,Female,3,20,0,Southampton,1,2,10
Survived,Female,2,21,35,Southampton,0,0,14
Survived,Female,2,21,31,Southampton,0,0,14
Survived,Female,2,21,31,Southampton,0,0,10
Survived,Female,2,21,30,Southampton,3,0,?
Survived,Female,2,21,21,Southampton,0,1,12
Survived,Male,3,22,29,Southampton,3,1,2
Survived,Female,3,22,26,Southampton,1,1,2
Survived,Female,3,22,4,Southampton,0,2,2
Survived,Female,2,23,54,Southampton,1,3,4
Survived,Female,2,23,34,Southampton,0,1,?
Survived,Female,2,23,29,Southampton,0,2,14
Survived,Female,2,23,20,Southampton,2,1,4
Survived,Female,2,23,18,Southampton,0,1,?
Survived,Female,2,23,4,Southampton,1,1,14
Survived,Male,2,23,2,Southampton,1,1,14
Survived,Female,2,24,28,Cherbourg,1,0,10
Survived,Female,1,25,55,Southampton,2,0,2
Survived,Female,1,25,49,Southampton,0,0,8
Survived,Female,1,25,48,Southampton,0,0,8
Survived,Male,1,26,35,Cherbourg,0,0,15
Survived,Female,1,26,64,Southampton,1,1,7
Survived,Female,1,26,58,Southampton,0,0,8
Survived,Male,1,26,51,Southampton,0,0,5 9
Survived,Female,2,26,50,Southampton,0,1,12
Survived,Male,1,26,48,Southampton,0,0,3
Survived,Male,1,26,45,Southampton,0,0,9
Survived,Female,2,26,45,Southampton,1,1,14
Survived,Male,1,26,42,Southampton,0,0,5
Survived,Female,2,26,42,Southampton,1,0,?
Survived,Male,1,26,36,Southampton,0,0,5
Survived,Male,1,26,36,Southampton,0,0,7
Survived,Female,2,26,36,Southampton,1,0,11
Survived,Male,1,26,35,Southampton,0,0,5
Survived,Male,1,26,34,Southampton,0,0,7
Survived,Female,2,26,33,Southampton,0,2,11
Survived,Male,2,26,32,Southampton,1,0,13
Survived,Female,2,26,31,Southampton,1,1,14
Survived,Female,2,26,29,Southampton,1,0,16
Survived,Female,2,26,29,Southampton,1,0,10
Survived,Female,2,26,29,Southampton,1,0,10
Survived,Male,1,26,28,Southampton,0,0,D
Survived,Female,2,26,28,Southampton,1,0,14
Survived,Female,2,26,25,Southampton,0,1,12
Survived,Female,2,26,24,Southampton,1,0,12
Survived,Female,1,26,21,Southampton,0,0,8 10
Survived,Female,2,26,20,Southampton,1,0,12
Survived,Female,1,26,19,Southampton,0,2,5
Survived,Female,2,26,19,Southampton,1,0,13
Survived,Female,2,26,19,Southampton,0,0,11
Survived,Female,2,26,8,Southampton,0,2,14
Survived,Female,2,26,8,Southampton,1,1,11
Survived,Female,2,26,7,Southampton,0,2,14
Survived,Male,2,26,3,Southampton,1,1,D
Survived,Male,2,26,2,Southampton,1,1,D
Survived,Female,2,26,2,Southampton,1,1,11
Survived,Female,1,27,55,Cherbourg,0,0,6
Survived,Female,1,27,53,Cherbourg,0,0,6
Survived,Female,1,27,44,Cherbourg,0,0,6
Survived,Male,1,27,43,Cherbourg,1,0,5
Survived,Female,1,27,33,Cherbourg,0,0,11
Survived,Female,2,27,24,Cherbourg,1,0,12
Survived,Female,2,27,33,Southampton,1,2,10
Survived,Female,2,27,24,Southampton,2,1,12
Survived,Female,2,27,5,Southampton,1,2,10
Survived,Female,2,27,0,Southampton,1,2,10
Survived,Male,1,28,53,Cherbourg,0,0,B
Survived,Male,1,28,31,Cherbourg,0,0,7
Survived,Male,1,29,45,Cherbourg,0,0,7
Survived,Male,2,29,26,Southampton,1,1,13
Survived,Female,2,29,22,Southampton,1,1,13
Survived,Male,2,29,0,Southampton,0,2,13
Survived,Male,1,30,32,Cherbourg,0,0,3
Survived,Male,1,30,26,Cherbourg,0,0,5
Survived,Female,2,30,14,Cherbourg,1,0,?
Survived,Male,1,30,80,Southampton,0,0,B
Survived,Male,1,30,52,Southampton,0,0,6
Survived,Female,2,30,45,Southampton,0,2,12
Survived,Male,1,30,27,Southampton,0,0,3
Survived,Female,2,30,25,Southampton,1,1,12
Survived,Female,1,30,19,Southampton,0,0,3
Survived,Male,1,31,40,Cherbourg,0,0,7
Survived,Female,1,31,30,Cherbourg,0,0,4
Survived,Female,3,31,38,Southampton,1,5,15
Survived,Female,3,31,5,Southampton,4,2,15
Survived,Male,3,31,3,Southampton,4,2,15
Survived,Female,2,32,34,Southampton,1,1,10
Survived,Male,2,32,8,Southampton,0,2,10
Survived,Female,2,33,6,Southampton,0,1,11
Survived,Male,1,35,56,Cherbourg,0,0,3
Survived,Male,1,35,28,Southampton,0,0,7
Survived,Female,2,36,48,Southampton,0,2,14
Survived,Female,2,36,20,Southampton,0,0,11
Survived,Male,2,36,8,Southampton,1,1,14
Survived,Female,2,37,24,Cherbourg,1,1,10
Survived,Male,2,37,1,Cherbourg,0,2,10
Survived,Female,1,39,48,Cherbourg,1,0,1
Survived,Female,1,39,51,Southampton,0,1,9
Survived,Female,2,39,40,Southampton,1,1,14
Survived,Female,2,39,36,Southampton,0,3,11
Survived,Female,1,39,16,Southampton,0,1,9
Survived,Female,2,39,15,Southampton,0,2,14
Survived,Female,2,39,12,Southampton,2,1,13
Survived,Female,2,39,4,Southampton,2,1,11
Survived,Male,2,39,1,Southampton,2,1,11
Survived,Female,2,41,22,Cherbourg,1,2,14
Survived,Female,2,41,3,Cherbourg,1,2,14
Survived,Female,2,41,1,Cherbourg,1,2,14
Survived,Female,1,49,24,Cherbourg,0,0,6
Survived,Female,1,49,22,Cherbourg,0,2,5
Survived,Female,1,51,59,Southampton,2,0,D
Survived,Female,1,51,53,Southampton,2,0,D
Survived,Male,1,52,48,Southampton,1,0,5 7
Survived,Female,1,52,47,Southampton,1,1,5
Survived,Female,1,52,45,Southampton,1,0,5
Survived,Male,1,52,42,Southampton,1,0,5
Survived,Male,1,52,37,Southampton,1,1,5
Survived,Female,1,52,35,Southampton,1,0,8
Survived,Female,1,52,27,Southampton,1,2,3
Survived,Female,1,53,35,Southampton,1,0,D
Survived,Female,1,53,33,Southampton,1,0,5
Survived,Male,1,53,27,Southampton,1,0,5
Survived,Female,1,53,18,Southampton,1,0,10
Survived,Male,1,55,54,Cherbourg,1,0,1
Survived,Female,1,55,43,Cherbourg,1,0,5
Survived,Male,1,55,25,Cherbourg,1,0,5
Survived,Female,1,55,25,Cherbourg,1,0,5
Survived,Female,1,55,39,Southampton,1,0,11
Survived,Female,1,55,22,Southampton,0,1,6
Survived,Male,1,56,49,Cherbourg,1,0,1
Survived,Female,1,56,30,Cherbourg,0,0,1
Survived,Male,3,56,32,Southampton,0,0,C
Survived,Male,3,56,32,Southampton,0,0,C
Survived,Male,3,56,26,Southampton,0,0,14
Survived,Female,1,57,44,Cherbourg,0,1,4
Survived,Female,1,57,35,Cherbourg,1,0,11
Survived,Male,1,57,30,Cherbourg,1,0,11
Survived,Female,1,57,16,Cherbourg,0,1,4
Survived,Male,1,57,31,Southampton,1,0,3
Survived,Female,1,57,17,Southampton,1,0,3
Survived,Female,1,59,54,Cherbourg,1,0,6
Survived,Female,1,59,45,Cherbourg,0,1,7
Survived,Female,1,59,22,Cherbourg,0,1,7
Survived,Female,1,60,18,Southampton,1,0,6
Survived,Female,1,61,22,Cherbourg,0,1,5
Survived,Male,1,61,21,Cherbourg,0,1,A
Survived,Female,1,61,47,Southampton,1,0,4
Survived,Female,1,63,45,Cherbourg,0,1,7
Survived,Male,1,63,23,Cherbourg,0,1,7
Survived,Female,2,65,48,Southampton,1,2,9
Survived,Female,2,65,24,Southampton,1,2,9
Survived,Female,2,65,24,Southampton,1,2,9
Survived,Female,1,66,22,Southampton,1,0,8
Survived,Female,1,69,24,Cherbourg,0,0,9
Survived,Female,1,69,24,Cherbourg,0,0,9
Survived,Female,1,71,38,Cherbourg,1,0,4
Survived,Female,1,71,36,Southampton,0,2,7
Survived,Female,1,75,60,Cherbourg,1,0,5
Survived,Female,1,76,60,Cherbourg,0,0,8
Survived,Female,1,76,49,Cherbourg,1,0,3
Survived,Male,1,76,48,Cherbourg,1,0,3
Survived,Female,1,76,32,Cherbourg,0,0,8
Survived,Male,1,76,27,Cherbourg,0,0,3
Survived,Female,1,77,63,Southampton,1,0,10
Survived,Female,1,77,51,Southampton,1,0,10
Survived,Female,1,77,21,Southampton,0,0,10
Survived,Female,1,78,54,Cherbourg,1,0,4
Survived,Female,1,78,52,Cherbourg,1,0,4
Survived,Female,1,78,76,Southampton,1,0,6
Survived,Female,1,78,26,Southampton,0,0,6
Survived,Male,1,79,60,Cherbourg,1,1,5
Survived,Female,1,79,48,Cherbourg,1,1,5
Survived,Female,1,79,39,Southampton,1,1,8
Survived,Female,1,79,18,Southampton,0,2,8
Survived,Female,1,81,54,Southampton,1,1,5
Survived,Male,1,81,53,Southampton,1,1,13
Survived,Male,1,81,4,Southampton,0,2,5
Survived,Male,1,82,24,Southampton,1,0,7
Survived,Female,1,82,23,Southampton,1,0,7
Survived,Female,1,83,64,Cherbourg,0,2,14
Survived,Female,1,83,56,Cherbourg,0,1,7
Survived,Female,1,83,39,Cherbourg,1,1,14
Survived,Female,1,83,24,Cherbourg,0,0,7
Survived,Female,1,83,23,Cherbourg,0,1,7
Survived,Female,1,83,35,Southampton,1,0,D
Survived,Female,1,86,33,Southampton,0,0,8
Survived,Female,1,86,30,Southampton,0,0,8
Survived,Female,1,86,16,Southampton,0,0,8
Survived,Male,1,89,49,Cherbourg,1,0,5
Survived,Female,1,90,37,Queenstown,1,0,14
Survived,Female,1,90,33,Queenstown,1,0,14
Survived,Male,1,90,38,Southampton,1,0,D
Survived,Female,1,90,35,Southampton,1,0,D
Survived,Male,1,91,25,Cherbourg,1,0,7
Survived,Female,1,91,19,Cherbourg,1,0,7
Survived,Female,1,93,52,Southampton,1,1,3
Survived,Female,1,93,30,Southampton,0,0,3
Survived,Female,1,106,48,Cherbourg,1,0,2
Survived,Female,1,106,30,Cherbourg,0,0,2
Survived,Female,1,108,39,Cherbourg,0,0,8
Survived,Female,1,108,17,Cherbourg,1,0,8
Survived,Female,1,110,39,Cherbourg,1,1,4
Survived,Male,1,110,17,Cherbourg,0,2,B
Survived,Female,1,113,31,Cherbourg,1,0,6
Survived,Female,1,113,23,Cherbourg,1,0,6
Survived,Male,1,120,36,Southampton,1,2,C
Survived,Female,1,120,36,Southampton,1,2,4
Survived,Female,1,120,14,Southampton,1,2,4
Survived,Male,1,120,11,Southampton,1,2,4
Survived,Male,1,133,50,Southampton,2,0,5
Survived,Male,1,134,45,Cherbourg,1,1,3
Survived,Female,1,134,41,Cherbourg,0,0,3
Survived,Female,1,134,40,Cherbourg,1,1,3
Survived,Female,1,134,31,Cherbourg,0,0,3
Survived,Male,1,134,6,Cherbourg,0,2,3
Survived,Female,1,135,55,Cherbourg,0,0,8
Survived,Female,1,135,36,Cherbourg,0,0,8
Survived,Female,1,135,35,Southampton,0,0,8
Survived,Female,1,136,26,Cherbourg,1,0,4
Survived,Female,1,146,58,Cherbourg,0,0,?
Survived,Female,1,151,33,Southampton,0,0,8
Survived,Female,1,151,22,Southampton,0,0,11
Survived,Male,1,151,0,Southampton,1,2,11
Survived,Female,1,153,58,Southampton,0,1,3
Survived,Female,1,153,40,Southampton,0,0,3
Survived,Female,1,164,45,Southampton,1,1,8
Survived,Female,1,164,31,Southampton,0,2,8
Survived,Female,1,164,30,Southampton,0,0,8
Survived,Female,1,211,50,Cherbourg,1,1,4
Survived,Female,1,211,35,Cherbourg,0,0,4
Survived,Female,1,211,43,Southampton,0,1,2
Survived,Female,1,211,39,Southampton,0,0,2
Survived,Female,1,211,29,Southampton,0,0,2
Survived,Female,1,211,15,Southampton,0,1,2
Survived,Female,1,221,29,Southampton,0,0,8
Survived,Female,1,227,42,Cherbourg,0,0,4
Survived,Female,1,227,38,Cherbourg,0,0,4
Survived,Female,1,227,18,Cherbourg,1,0,4
Survived,Female,1,247,50,Cherbourg,0,1,6
Survived,Female,1,247,27,Cherbourg,1,1,6
Survived,Female,1,262,48,Cherbourg,1,3,4
Survived,Female,1,262,45,Cherbourg,0,0,4
Survived,Female,1,262,36,Cherbourg,0,0,4
Survived,Female,1,262,21,Cherbourg,2,2,4
Survived,Female,1,262,18,Cherbourg,2,2,4
Survived,Male,1,262,13,Cherbourg,2,2,4
Survived,Female,1,263,60,Southampton,1,4,10
Survived,Female,1,263,28,Southampton,3,2,10
Survived,Female,1,263,24,Southampton,3,2,10
Survived,Female,1,263,23,Southampton,3,2,10
Survived,Female,1,512,58,Cherbourg,0,1,3
Survived,Male,1,512,36,Cherbourg,0,1,3
Survived,Male,1,512,35,Cherbourg,0,0,3
Survived,Female,1,512,35,Cherbourg,0,0,3
